episode,epsilon,moves,return,won,replay_size,loss,rolling_success_100
425,0.55244,10,1.0,True,5000,0.0664532408118248,0.87
426,0.55139,19,-8.0,True,5000,0.08108082413673401,0.87
427,0.55033,36,-25.0,True,5000,0.018303366377949715,0.87
428,0.54928,21,-10.0,True,5000,0.02739500254392624,0.87
429,0.54822,7,4.0,True,5000,0.05645272880792618,0.88
430,0.54717,20,-9.0,True,5000,0.0979456976056099,0.88
431,0.54611,15,-4.0,True,5000,0.034338805824518204,0.88
432,0.54506,14,-3.0,True,5000,0.02642618492245674,0.88
433,0.544,8,3.0,True,5000,0.05171160027384758,0.88
434,0.54294,13,-2.0,True,5000,0.07349110394716263,0.88
435,0.54189,9,2.0,True,5000,0.036518394947052,0.88
436,0.54083,16,-5.0,True,5000,0.009130638092756271,0.88
437,0.53978,12,-1.0,True,5000,0.018906734883785248,0.88
438,0.53872,37,-26.0,True,5000,0.17149405181407928,0.89
439,0.53767,8,-17.0,False,5000,0.05201007425785065,0.89
440,0.53661,20,-9.0,True,5000,0.03956577926874161,0.89
441,0.53556,15,-4.0,True,5000,0.05318780988454819,0.89
442,0.5345,9,2.0,True,5000,0.11226365715265274,0.89
443,0.53344,15,-4.0,True,5000,0.047453898936510086,0.89
444,0.53239,16,-5.0,True,5000,0.019863739609718323,0.89
445,0.53133,16,-5.0,True,5000,0.05002157390117645,0.89
446,0.53028,18,-7.0,True,5000,0.0379415787756443,0.89
447,0.52922,3,-12.0,False,5000,0.11105962097644806,0.89
448,0.52817,9,2.0,True,5000,0.02893626131117344,0.9
449,0.52711,18,-7.0,True,5000,0.02840205654501915,0.91
450,0.52606,12,-1.0,True,5000,0.026611968874931335,0.91
451,0.525,9,2.0,True,5000,0.04570126160979271,0.91
452,0.52394,16,-5.0,True,5000,0.012551845982670784,0.91
453,0.52289,24,-13.0,True,5000,0.02415063977241516,0.91
454,0.52183,13,-2.0,True,5000,0.039277102798223495,0.91
455,0.52078,3,-12.0,False,5000,0.03779962658882141,0.9
456,0.51972,2,-11.0,False,5000,0.05982935056090355,0.89
457,0.51867,18,-7.0,True,5000,0.013069456443190575,0.9
458,0.51761,17,-6.0,True,5000,0.03240479156374931,0.91
459,0.51656,18,-7.0,True,5000,0.03352172672748566,0.91
460,0.5155,25,-14.0,True,5000,0.023167815059423447,0.91
461,0.51444,17,-6.0,True,5000,0.04618869349360466,0.91
462,0.51339,10,1.0,True,5000,0.05548987165093422,0.91
463,0.51233,2,-11.0,False,5000,0.038282740861177444,0.9
464,0.51128,12,-1.0,True,5000,0.03250424563884735,0.9
465,0.51022,23,-12.0,True,5000,0.06824109703302383,0.9
466,0.50917,17,-6.0,True,5000,0.05154327303171158,0.9
467,0.50811,9,2.0,True,5000,0.03685547783970833,0.9
468,0.50706,8,3.0,True,5000,0.050163134932518005,0.9
469,0.506,14,-3.0,True,5000,0.032842934131622314,0.9
470,0.50494,36,-25.0,True,5000,0.05214095860719681,0.9
471,0.50389,15,-4.0,True,5000,0.03443401679396629,0.9
472,0.50283,6,-15.0,False,5000,0.07357189804315567,0.89
473,0.50178,38,-27.0,True,5000,0.01832129806280136,0.89
474,0.50072,12,-1.0,True,5000,0.04904301464557648,0.89
475,0.49967,13,-2.0,True,5000,0.09905869513750076,0.89
476,0.49861,16,-5.0,True,5000,0.06220737099647522,0.89
477,0.49756,11,0.0,True,5000,0.08636876940727234,0.89
478,0.4965,9,2.0,True,5000,0.0493989996612072,0.89
479,0.49544,22,-11.0,True,5000,0.08648455142974854,0.89
480,0.49439,19,-8.0,True,5000,0.05604428052902222,0.89
481,0.49333,14,-3.0,True,5000,0.0664619654417038,0.9
482,0.49228,13,-2.0,True,5000,0.07771778106689453,0.9
483,0.49122,20,-9.0,True,5000,0.1452678143978119,0.9
484,0.49017,15,-4.0,True,5000,0.05489736795425415,0.9
485,0.48911,8,3.0,True,5000,0.06180344149470329,0.9
486,0.48806,10,1.0,True,5000,0.10239285975694656,0.9
487,0.487,11,0.0,True,5000,0.059826336801052094,0.9
488,0.48594,13,-2.0,True,5000,0.09313401579856873,0.9
489,0.48489,10,1.0,True,5000,0.05755005404353142,0.9
490,0.48383,10,1.0,True,5000,0.0692652091383934,0.9
491,0.48278,9,2.0,True,5000,0.07717316597700119,0.9
492,0.48172,3,-12.0,False,5000,0.1169925257563591,0.89
493,0.48067,13,-2.0,True,5000,0.1537708342075348,0.89
494,0.47961,4,-13.0,False,5000,0.22972995042800903,0.88
495,0.47856,10,1.0,True,5000,0.08345525711774826,0.88
496,0.4775,21,-10.0,True,5000,0.12144786864519119,0.88
497,0.47644,23,-12.0,True,5000,0.11102520674467087,0.88
498,0.47539,7,4.0,True,5000,0.08364096283912659,0.88
499,0.47433,7,4.0,True,5000,0.03585561364889145,0.88
500,0.47328,10,1.0,True,5000,0.044352106750011444,0.88
501,0.47222,15,-4.0,True,5000,0.12645405530929565,0.88
502,0.47117,8,3.0,True,5000,0.21428613364696503,0.88
503,0.47011,4,-13.0,False,5000,0.1529802829027176,0.87
504,0.46906,12,-1.0,True,5000,0.10990773141384125,0.87
505,0.468,12,-1.0,True,5000,0.08481423556804657,0.87
506,0.46694,16,-5.0,True,5000,0.14562804996967316,0.87
507,0.46589,11,0.0,True,5000,0.15835097432136536,0.87
508,0.46483,11,-20.0,False,5000,0.08648654818534851,0.86
509,0.46378,15,-4.0,True,5000,0.06095240265130997,0.87
510,0.46272,5,-14.0,False,5000,0.05964189022779465,0.86
511,0.46167,10,1.0,True,5000,0.08084394037723541,0.86
512,0.46061,12,-1.0,True,5000,0.12824265658855438,0.86
513,0.45956,3,-12.0,False,5000,0.19058409333229065,0.85
514,0.4585,9,2.0,True,5000,0.18643146753311157,0.85
515,0.45744,13,-2.0,True,5000,0.04344122111797333,0.85
516,0.45639,20,-9.0,True,5000,0.06976355612277985,0.85
517,0.45533,17,-6.0,True,5000,0.15602600574493408,0.85
518,0.45428,9,2.0,True,5000,0.07163035869598389,0.86
519,0.45322,2,-11.0,False,5000,0.1650659739971161,0.86
520,0.45217,8,3.0,True,5000,0.13778769969940186,0.86
521,0.45111,15,-4.0,True,5000,0.04622206836938858,0.86
522,0.45006,14,-3.0,True,5000,0.09615092724561691,0.87
523,0.449,15,-4.0,True,5000,0.1592031568288803,0.87
524,0.44794,19,-8.0,True,5000,0.045678410679101944,0.87
525,0.44689,10,1.0,True,5000,0.06035521253943443,0.87
526,0.44583,12,-1.0,True,5000,0.10781783610582352,0.87
527,0.44478,21,-10.0,True,5000,0.06379488855600357,0.87
528,0.44372,8,3.0,True,5000,0.06140783056616783,0.87
529,0.44267,10,1.0,True,5000,0.07988400757312775,0.87
530,0.44161,29,-18.0,True,5000,0.24559591710567474,0.87
531,0.44056,2,-11.0,False,5000,0.16363248229026794,0.86
532,0.4395,8,3.0,True,5000,0.19136911630630493,0.86
533,0.43844,11,0.0,True,5000,0.07967594265937805,0.86
534,0.43739,5,-14.0,False,5000,0.05150885507464409,0.85
535,0.43633,9,2.0,True,5000,0.08070153743028641,0.85
536,0.43528,10,1.0,True,5000,0.10802753269672394,0.85
537,0.43422,22,-11.0,True,5000,0.15346702933311462,0.85
538,0.43317,12,-1.0,True,5000,0.1104390099644661,0.85
539,0.43211,15,-4.0,True,5000,0.0965229868888855,0.86
540,0.43106,18,-7.0,True,5000,0.20301461219787598,0.86
541,0.43,12,-1.0,True,5000,0.1369844675064087,0.86
542,0.42894,15,-4.0,True,5000,0.11362519860267639,0.86
543,0.42789,27,-16.0,True,5000,0.19387583434581757,0.86
544,0.42683,12,-1.0,True,5000,0.13769841194152832,0.86
545,0.42578,15,-4.0,True,5000,0.09290127456188202,0.86
546,0.42472,7,4.0,True,5000,0.1027613952755928,0.86
547,0.42367,20,-9.0,True,5000,0.12644264101982117,0.87
548,0.42261,18,-7.0,True,5000,0.10079160332679749,0.87
549,0.42156,8,3.0,True,5000,0.07628839462995529,0.87
550,0.4205,9,2.0,True,5000,0.10874366760253906,0.87
551,0.41944,3,-12.0,False,5000,0.06522517651319504,0.86
552,0.41839,18,-7.0,True,5000,0.0770563930273056,0.86
553,0.41733,7,4.0,True,5000,0.14255163073539734,0.86
554,0.41628,19,-8.0,True,5000,0.09510356932878494,0.86
555,0.41522,10,1.0,True,5000,0.08244148641824722,0.87
556,0.41417,15,-4.0,True,5000,0.0973624736070633,0.88
557,0.41311,11,0.0,True,5000,0.08532406389713287,0.88
558,0.41206,15,-4.0,True,5000,0.08735296130180359,0.88
559,0.411,15,-4.0,True,5000,0.08541977405548096,0.88
560,0.40994,7,4.0,True,5000,0.07958348840475082,0.88
561,0.40889,16,-5.0,True,5000,0.07293642312288284,0.88
562,0.40783,6,-15.0,False,5000,0.052981987595558167,0.87
563,0.40678,8,3.0,True,5000,0.033620595932006836,0.88
564,0.40572,13,-2.0,True,5000,0.03723835572600365,0.88
565,0.40467,19,-8.0,True,5000,0.06328385323286057,0.88
566,0.40361,22,-11.0,True,5000,0.021194735541939735,0.88
567,0.40256,16,-5.0,True,5000,0.02132698893547058,0.88
568,0.4015,8,3.0,True,5000,0.030302803963422775,0.88
569,0.40044,15,-4.0,True,5000,0.013527518138289452,0.88
570,0.39939,8,3.0,True,5000,0.01598229818046093,0.88
571,0.39833,10,1.0,True,5000,0.02014978975057602,0.88
572,0.39728,12,-1.0,True,5000,0.021237840875983238,0.89
573,0.39622,17,-6.0,True,5000,0.010485460981726646,0.89
574,0.39517,10,1.0,True,5000,0.008669722825288773,0.89
575,0.39411,7,4.0,True,5000,0.009388292208313942,0.89
576,0.39306,13,-2.0,True,5000,0.009673941880464554,0.89
577,0.392,9,2.0,True,5000,0.00538634741678834,0.89
578,0.39094,10,1.0,True,5000,0.00840737298130989,0.89
579,0.38989,7,4.0,True,5000,0.00527108833193779,0.89
580,0.38883,8,3.0,True,5000,0.004121967125684023,0.89
581,0.38778,11,0.0,True,5000,0.004880869761109352,0.89
582,0.38672,11,0.0,True,5000,0.004380243830382824,0.89
583,0.38567,9,2.0,True,5000,0.005366259254515171,0.89
584,0.38461,10,1.0,True,5000,0.002852083882316947,0.89
585,0.38356,18,-7.0,True,5000,0.0019112845184281468,0.89
586,0.3825,2,-11.0,False,5000,0.0021305694244802,0.88
587,0.38144,7,4.0,True,5000,0.0023614000529050827,0.88
588,0.38039,18,-7.0,True,5000,0.002783536445349455,0.88
589,0.37933,14,-3.0,True,5000,0.001922984141856432,0.88
590,0.37828,12,-1.0,True,5000,0.0016075476305559278,0.88
591,0.37722,15,-4.0,True,5000,0.001986585557460785,0.88
592,0.37617,13,-2.0,True,5000,0.0019982156809419394,0.89
593,0.37511,13,-2.0,True,5000,0.0011403101962059736,0.89
594,0.37406,11,0.0,True,5000,0.002413411857560277,0.9
595,0.373,14,-3.0,True,5000,0.0017859191866591573,0.9
596,0.37194,12,-1.0,True,5000,0.0007459504995495081,0.9
597,0.37089,13,-2.0,True,5000,0.0010469697881489992,0.9
598,0.36983,13,-2.0,True,5000,0.0014893307816237211,0.9
599,0.36878,14,-3.0,True,5000,0.0009118276066146791,0.9
600,0.36772,10,1.0,True,5000,0.0006499168230220675,0.9
601,0.36667,11,0.0,True,5000,0.0007578987278975546,0.9
602,0.36561,13,-2.0,True,5000,0.0004842844500672072,0.9
603,0.36456,12,-1.0,True,5000,0.00030312317539937794,0.91
604,0.3635,12,-1.0,True,5000,0.0004035582533106208,0.91
605,0.36244,10,1.0,True,5000,0.0004936367622576654,0.91
606,0.36139,19,-8.0,True,5000,0.00024057838891167194,0.91
607,0.36033,20,-9.0,True,5000,0.0005213366821408272,0.91
608,0.35928,7,4.0,True,5000,0.0002622203028295189,0.92
609,0.35822,15,-4.0,True,5000,0.0001753700926201418,0.92
610,0.35717,12,-1.0,True,5000,0.0001486906985519454,0.93
611,0.35611,9,2.0,True,5000,0.0002694658760447055,0.93
612,0.35506,9,2.0,True,5000,0.00017644673062022775,0.93
613,0.354,8,3.0,True,5000,0.0001671646605245769,0.94
614,0.35294,16,-5.0,True,5000,9.663196397013962e-05,0.94
615,0.35189,7,4.0,True,5000,0.00019191349565517157,0.94
616,0.35083,9,2.0,True,5000,0.00018527261272538453,0.94
617,0.34978,11,0.0,True,5000,0.0001827981323003769,0.94
618,0.34872,17,-6.0,True,5000,0.00016250440967269242,0.94
619,0.34767,7,4.0,True,5000,0.00019178816000930965,0.95
620,0.34661,11,0.0,True,5000,0.0002343878149986267,0.95
621,0.34556,8,3.0,True,5000,0.00018754811026155949,0.95
622,0.3445,9,2.0,True,5000,0.00020165265596006066,0.95
623,0.34344,9,2.0,True,5000,0.00017495165229775012,0.95
624,0.34239,2,-11.0,False,5000,0.00019795677508227527,0.94
625,0.34133,14,-3.0,True,5000,0.00018798766541294754,0.94
626,0.34028,7,4.0,True,5000,0.00025996126350946724,0.94
627,0.33922,14,-3.0,True,5000,0.00022695501684211195,0.94
628,0.33817,11,0.0,True,5000,0.00019443158817011863,0.94
629,0.33711,12,-1.0,True,5000,0.00024744594702497125,0.94
630,0.33606,10,1.0,True,5000,0.0002412683970760554,0.94
631,0.335,9,2.0,True,5000,0.0001710885262582451,0.95
632,0.33394,11,0.0,True,5000,0.00019574729958549142,0.95
633,0.33289,10,1.0,True,5000,0.00025402300525456667,0.95
634,0.33183,9,2.0,True,5000,0.00018520223966334015,0.96
635,0.33078,17,-6.0,True,5000,0.0004300346481613815,0.96
636,0.32972,12,-1.0,True,5000,0.000977320596575737,0.96
637,0.32867,10,1.0,True,5000,0.0006404286832548678,0.96
638,0.32761,8,3.0,True,5000,0.0009884798200801015,0.96
639,0.32656,13,-2.0,True,5000,0.001374873798340559,0.96
640,0.3255,8,3.0,True,5000,0.0008339269552379847,0.96
641,0.32444,7,4.0,True,5000,0.0008902064873836935,0.96
642,0.32339,13,-2.0,True,5000,0.0018700300715863705,0.96
643,0.32233,14,-3.0,True,5000,0.0012696456396952271,0.96
644,0.32128,10,1.0,True,5000,0.0016466461820527911,0.96
645,0.32022,16,-5.0,True,5000,0.0014137221733108163,0.96
646,0.31917,8,3.0,True,5000,0.0018389858305454254,0.96
647,0.31811,14,-3.0,True,5000,0.0015885788016021252,0.96
648,0.31706,11,0.0,True,5000,0.0018131707329303026,0.96
649,0.316,11,0.0,True,5000,0.00369504326954484,0.96
650,0.31494,10,1.0,True,5000,0.0026456452906131744,0.96
651,0.31389,8,3.0,True,5000,0.0030828318558633327,0.97
652,0.31283,9,2.0,True,5000,0.005095749162137508,0.97
653,0.31178,9,2.0,True,5000,0.008518616668879986,0.97
654,0.31072,11,0.0,True,5000,0.005371480248868465,0.97
655,0.30967,11,0.0,True,5000,0.0068636443465948105,0.97
656,0.30861,8,3.0,True,5000,0.009915116243064404,0.97
657,0.30756,9,2.0,True,5000,0.016285041347146034,0.97
658,0.3065,12,-1.0,True,5000,0.009892943315207958,0.97
659,0.30544,10,1.0,True,5000,0.014369288459420204,0.97
660,0.30439,9,2.0,True,5000,0.01543662790209055,0.97
661,0.30333,9,2.0,True,5000,0.008659192360937595,0.97
662,0.30228,12,-1.0,True,5000,0.011966519989073277,0.98
663,0.30122,7,4.0,True,5000,0.01844646781682968,0.98
664,0.30017,8,3.0,True,5000,0.0154919708147645,0.98
665,0.29911,7,4.0,True,5000,0.01136652659624815,0.98
666,0.29806,11,0.0,True,5000,0.022341445088386536,0.98
667,0.297,13,-2.0,True,5000,0.032558634877204895,0.98
668,0.29594,7,4.0,True,5000,0.017031561583280563,0.98
669,0.29489,10,1.0,True,5000,0.01796828582882881,0.98
670,0.29383,10,1.0,True,5000,0.03681124374270439,0.98
671,0.29278,12,-1.0,True,5000,0.03565346822142601,0.98
672,0.29172,13,-2.0,True,5000,0.05616418272256851,0.98
673,0.29067,8,3.0,True,5000,0.05530213937163353,0.98
674,0.28961,8,3.0,True,5000,0.09229142218828201,0.98
675,0.28856,7,4.0,True,5000,0.1316005140542984,0.98
676,0.2875,7,4.0,True,5000,0.07356222718954086,0.98
677,0.28644,14,-3.0,True,5000,0.1766088753938675,0.98
678,0.28539,11,0.0,True,5000,0.1863398253917694,0.98
679,0.28433,11,0.0,True,5000,0.14710590243339539,0.98
680,0.28328,20,-9.0,True,5000,0.15688513219356537,0.98
681,0.28222,3,-12.0,False,5000,0.150908961892128,0.97
682,0.28117,9,-18.0,False,5000,0.1126113086938858,0.96
683,0.28011,5,-14.0,False,5000,0.09837781637907028,0.95
684,0.27906,7,4.0,True,5000,0.09696175903081894,0.95
685,0.278,7,4.0,True,5000,0.10519205033779144,0.95
686,0.27694,10,1.0,True,5000,0.1987038552761078,0.96
687,0.27589,7,4.0,True,5000,0.1814553141593933,0.96
688,0.27483,16,-5.0,True,5000,0.13572196662425995,0.96
689,0.27378,8,3.0,True,5000,0.1718343049287796,0.96
690,0.27272,11,0.0,True,5000,0.10483772307634354,0.96
691,0.27167,9,2.0,True,5000,0.07657691836357117,0.96
692,0.27061,7,4.0,True,5000,0.07075201719999313,0.96
693,0.26956,20,-9.0,True,5000,0.06165888532996178,0.96
694,0.2685,9,2.0,True,5000,0.046414945274591446,0.96
695,0.26744,11,0.0,True,5000,0.020228369161486626,0.96
696,0.26639,8,3.0,True,5000,0.02612304501235485,0.96
697,0.26533,7,4.0,True,5000,0.03040916845202446,0.96
698,0.26428,8,3.0,True,5000,0.026730433106422424,0.96
699,0.26322,15,-4.0,True,5000,0.010236202739179134,0.96
700,0.26217,7,4.0,True,5000,0.012785887345671654,0.96
701,0.26111,7,4.0,True,5000,0.012755033560097218,0.96
702,0.26006,11,0.0,True,5000,0.011104200035333633,0.96
703,0.259,10,1.0,True,5000,0.0056192767806351185,0.96
704,0.25794,9,2.0,True,5000,0.005831530783325434,0.96
705,0.25689,8,3.0,True,5000,0.004577824845910072,0.96
706,0.25583,7,4.0,True,5000,0.0051225475035607815,0.96
707,0.25478,9,2.0,True,5000,0.0024963284377008677,0.96
708,0.25372,9,2.0,True,5000,0.0020581060089170933,0.96
709,0.25267,9,2.0,True,5000,0.0008332426659762859,0.96
710,0.25161,8,3.0,True,5000,0.0006801843410357833,0.96
711,0.25056,7,4.0,True,5000,0.0006754164351150393,0.96
712,0.2495,8,3.0,True,5000,0.0005176101694814861,0.96
713,0.24844,11,0.0,True,5000,0.0006962036131881177,0.96
714,0.24739,7,4.0,True,5000,0.00037541924393735826,0.96
715,0.24633,11,0.0,True,5000,0.00024355189816560596,0.96
716,0.24528,12,-1.0,True,5000,8.813629392534494e-05,0.96
717,0.24422,9,2.0,True,5000,0.00014966880553402007,0.96
718,0.24317,7,4.0,True,5000,0.00014529391773976386,0.96
719,0.24211,14,-3.0,True,5000,0.00018020310380961746,0.96
720,0.24106,9,2.0,True,5000,0.00030647640232928097,0.96
721,0.24,11,0.0,True,5000,0.000155556364916265,0.96
722,0.23894,16,-5.0,True,5000,4.570784585666843e-05,0.96
723,0.23789,13,-2.0,True,5000,3.3285552490269765e-05,0.96
724,0.23683,13,-2.0,True,5000,0.00010410804679850116,0.97
725,0.23578,7,4.0,True,5000,0.0001221923012053594,0.97
726,0.23472,7,4.0,True,5000,5.9196001529926434e-05,0.97
727,0.23367,11,0.0,True,5000,4.052582153235562e-05,0.97
728,0.23261,14,-3.0,True,5000,2.473433778504841e-05,0.97
729,0.23156,7,4.0,True,5000,9.674033935880288e-05,0.97
730,0.2305,7,4.0,True,5000,2.753731496341061e-05,0.97
731,0.22944,8,3.0,True,5000,4.399043245939538e-05,0.97
732,0.22839,12,-1.0,True,5000,2.7150081223226152e-05,0.97
733,0.22733,7,4.0,True,5000,5.24147144460585e-05,0.97
734,0.22628,8,3.0,True,5000,3.0828246963210404e-05,0.97
735,0.22522,8,3.0,True,5000,6.106325599830598e-05,0.97
736,0.22417,7,4.0,True,5000,2.5068662580451928e-05,0.97
737,0.22311,8,3.0,True,5000,2.4644699806231074e-05,0.97
738,0.22206,7,4.0,True,5000,4.530855221673846e-05,0.97
739,0.221,11,0.0,True,5000,2.1228248442639597e-05,0.97
740,0.21994,7,4.0,True,5000,2.025039793807082e-05,0.97
741,0.21889,8,3.0,True,5000,2.755790228547994e-05,0.97
742,0.21783,9,2.0,True,5000,2.425307138764765e-05,0.97
743,0.21678,9,2.0,True,5000,2.389925612078514e-05,0.97
744,0.21572,11,0.0,True,5000,2.8672220651060343e-05,0.97
745,0.21467,13,-2.0,True,5000,1.7265943824895658e-05,0.97
746,0.21361,9,2.0,True,5000,9.992257218982559e-06,0.97
747,0.21256,9,2.0,True,5000,8.676789548189845e-06,0.97
748,0.2115,10,1.0,True,5000,2.9614455343107693e-05,0.97
749,0.21044,11,0.0,True,5000,2.5620120140956715e-05,0.97
750,0.20939,7,4.0,True,5000,1.362637249258114e-05,0.97
751,0.20833,9,2.0,True,5000,8.781818905845284e-06,0.97
752,0.20728,10,1.0,True,5000,9.34776744543342e-06,0.97
753,0.20622,11,0.0,True,5000,8.918024832382798e-06,0.97
754,0.20517,12,-1.0,True,5000,4.359192644187715e-06,0.97
755,0.20411,7,4.0,True,5000,4.503512627707096e-06,0.97
756,0.20306,8,3.0,True,5000,6.20381024418748e-06,0.97
757,0.202,11,0.0,True,5000,5.000224973628065e-06,0.97
758,0.20094,10,1.0,True,5000,5.796544428449124e-06,0.97
759,0.19989,9,2.0,True,5000,2.1828846001881175e-06,0.97
760,0.19883,8,3.0,True,5000,5.536052412935533e-06,0.97
761,0.19778,14,-3.0,True,5000,2.6561729100649245e-06,0.97
762,0.19672,7,4.0,True,5000,7.959675713209435e-06,0.97
763,0.19567,7,4.0,True,5000,6.0214251789147966e-06,0.97
764,0.19461,7,4.0,True,5000,4.329167495598085e-06,0.97
765,0.19356,11,0.0,True,5000,5.511829385795863e-06,0.97
766,0.1925,8,3.0,True,5000,1.98841894416546e-06,0.97
767,0.19144,8,3.0,True,5000,1.7756067336449632e-06,0.97
768,0.19039,8,3.0,True,5000,1.8534170749262557e-06,0.97
769,0.18933,11,0.0,True,5000,3.2915531846811064e-06,0.97
770,0.18828,7,4.0,True,5000,1.8891806803367217e-06,0.97
771,0.18722,10,1.0,True,5000,3.846146682917606e-06,0.97
772,0.18617,7,4.0,True,5000,5.03764022141695e-06,0.97
773,0.18511,11,0.0,True,5000,8.497531780449208e-07,0.97
774,0.18406,7,4.0,True,5000,9.507235517958179e-06,0.97
775,0.183,2,-11.0,False,5000,2.679833869478898e-06,0.96
776,0.18194,7,4.0,True,5000,1.4920216244718176e-06,0.96
777,0.18089,7,4.0,True,5000,3.139056389045436e-06,0.96
778,0.17983,8,3.0,True,5000,4.2061992644448765e-06,0.96
779,0.17878,10,1.0,True,5000,4.0039308260020334e-06,0.96
780,0.17772,9,2.0,True,5000,8.893964036360558e-07,0.96
781,0.17667,10,1.0,True,5000,3.43550527759362e-06,0.97
782,0.17561,7,4.0,True,5000,3.2157306577573763e-06,0.98
783,0.17456,9,2.0,True,5000,2.0206657609378453e-06,0.99
784,0.1735,7,4.0,True,5000,3.2935579383774893e-06,0.99
785,0.17244,8,3.0,True,5000,2.6537099984125234e-06,0.99
786,0.17139,9,2.0,True,5000,1.5920478517728043e-06,0.99
787,0.17033,11,0.0,True,5000,1.5565038893328165e-06,0.99
788,0.16928,9,2.0,True,5000,2.586624077594024e-06,0.99
789,0.16822,7,4.0,True,5000,2.401510982963373e-06,0.99
790,0.16717,7,4.0,True,5000,2.609572220535483e-06,0.99
791,0.16611,7,4.0,True,5000,3.4750466966215754e-06,0.99
792,0.16506,9,2.0,True,5000,1.7625368400331354e-06,0.99
793,0.164,9,2.0,True,5000,1.189223780784232e-06,0.99
794,0.16294,8,3.0,True,5000,1.4922976561138057e-06,0.99
795,0.16189,7,4.0,True,5000,1.4238160019885981e-06,0.99
796,0.16083,10,1.0,True,5000,1.581848664500285e-06,0.99
797,0.15978,7,4.0,True,5000,6.086238499847241e-07,0.99
798,0.15872,7,4.0,True,5000,1.3234033531261957e-06,0.99
799,0.15767,7,4.0,True,5000,1.595103071849735e-06,0.99
800,0.15661,11,0.0,True,5000,4.385271950013703e-07,0.99
801,0.15556,7,4.0,True,5000,1.073742510016018e-06,0.99
802,0.1545,10,1.0,True,5000,5.99984559812583e-07,0.99
803,0.15344,7,4.0,True,5000,1.148494675362599e-06,0.99
804,0.15239,9,2.0,True,5000,7.88337843005138e-07,0.99
805,0.15133,7,4.0,True,5000,5.836326977259887e-07,0.99
806,0.15028,13,-2.0,True,5000,7.144503797462676e-07,0.99
807,0.14922,12,-1.0,True,5000,9.31979457163834e-07,0.99
808,0.14817,9,2.0,True,5000,1.027024950417399e-06,0.99
809,0.14711,7,4.0,True,5000,1.1457972277639783e-06,0.99
810,0.14606,2,-11.0,False,5000,9.836040817390312e-07,0.98
811,0.145,8,3.0,True,5000,9.340456017525867e-07,0.98
812,0.14394,9,2.0,True,5000,3.1387102694679925e-07,0.98
813,0.14289,7,4.0,True,5000,4.0698594716559455e-07,0.98
814,0.14183,9,2.0,True,5000,4.627838450232957e-07,0.98
815,0.14078,7,4.0,True,5000,1.0659939562174259e-06,0.98
816,0.13972,9,2.0,True,5000,3.043056437945779e-07,0.98
817,0.13867,7,4.0,True,5000,8.730079912311339e-07,0.98
818,0.13761,8,3.0,True,5000,1.2800914817034936e-07,0.98
819,0.13656,8,3.0,True,5000,4.156453314863029e-07,0.98
820,0.1355,9,2.0,True,5000,4.3448631004139315e-07,0.98
821,0.13444,7,4.0,True,5000,2.9991912242621765e-07,0.98
822,0.13339,7,4.0,True,5000,3.0810042517259717e-07,0.98
823,0.13233,7,4.0,True,5000,1.330631818063921e-07,0.98
824,0.13128,7,4.0,True,5000,1.8673389945433883e-07,0.98
825,0.13022,10,1.0,True,5000,6.14902319284738e-07,0.98
826,0.12917,7,4.0,True,5000,4.1140887674373516e-07,0.98
827,0.12811,7,4.0,True,5000,5.117303771839943e-07,0.98
828,0.12706,7,4.0,True,5000,4.687624368671095e-07,0.98
829,0.126,7,4.0,True,5000,3.7986333722983545e-07,0.98
830,0.12494,8,3.0,True,5000,3.472329126452678e-07,0.98
831,0.12389,7,4.0,True,5000,3.020992380697862e-07,0.98
832,0.12283,7,4.0,True,5000,5.470909059113183e-07,0.98
833,0.12178,7,4.0,True,5000,3.8399841173486493e-07,0.98
834,0.12072,7,4.0,True,5000,3.1070419481693534e-07,0.98
835,0.11967,7,4.0,True,5000,2.7446333206171403e-07,0.98
836,0.11861,7,4.0,True,5000,3.9159556308732135e-07,0.98
837,0.11756,9,2.0,True,5000,5.89712158216571e-07,0.98
838,0.1165,12,-1.0,True,5000,4.4023897771694465e-07,0.98
839,0.11544,7,4.0,True,5000,3.763573204196291e-07,0.98
840,0.11439,7,4.0,True,5000,5.067041684014839e-07,0.98
841,0.11333,7,4.0,True,5000,3.7118650197953684e-07,0.98
842,0.11228,8,3.0,True,5000,9.624358199289418e-07,0.98
843,0.11122,8,3.0,True,5000,4.113078659884195e-07,0.98
844,0.11017,7,4.0,True,5000,4.483828206502949e-07,0.98
845,0.10911,8,3.0,True,5000,2.666205887180695e-07,0.98
846,0.10806,7,4.0,True,5000,5.334574098014855e-07,0.98
847,0.107,7,4.0,True,5000,1.7587754541636968e-07,0.98
848,0.10594,7,4.0,True,5000,1.6511634726157354e-07,0.98
849,0.10489,8,3.0,True,5000,3.0367647241291706e-07,0.98
850,0.10383,7,4.0,True,5000,3.8783241507189814e-07,0.98
851,0.10278,9,2.0,True,5000,3.4619216648934525e-07,0.98
852,0.10172,4,-13.0,False,5000,4.290451727229083e-07,0.97
853,0.10067,7,4.0,True,5000,1.5440176071024325e-07,0.97
854,0.09961,9,2.0,True,5000,2.850245834906673e-07,0.97
855,0.09856,7,4.0,True,5000,3.0591314725825214e-07,0.97
856,0.0975,13,-2.0,True,5000,2.9628247943946917e-07,0.97
