episode,epsilon,moves,return,won,replay_size,loss,rolling_success_100
1288,0.05,9,2.0,True,5000,0.0029032558668404818,1.0
1289,0.05,8,3.0,True,5000,0.005341669544577599,1.0
1290,0.05,7,4.0,True,5000,0.001441953587345779,1.0
1291,0.05,8,3.0,True,5000,0.006867661140859127,1.0
1292,0.05,8,3.0,True,5000,0.008714833296835423,1.0
1293,0.05,8,3.0,True,5000,0.001391328522004187,1.0
1294,0.05,8,3.0,True,5000,0.002335288794711232,1.0
1295,0.05,9,2.0,True,5000,0.0007943434175103903,1.0
1296,0.05,7,4.0,True,5000,0.009736196137964725,1.0
1297,0.05,7,4.0,True,5000,0.001108794123865664,1.0
1298,0.05,9,2.0,True,5000,0.010868423618376255,1.0
1299,0.05,7,4.0,True,5000,0.001986613729968667,1.0
1300,0.05,8,3.0,True,5000,0.006220309063792229,1.0
1301,0.05,7,4.0,True,5000,0.002469732891768217,1.0
1302,0.05,7,4.0,True,5000,0.007787914946675301,1.0
1303,0.05,7,4.0,True,5000,0.0018873625667765737,1.0
1304,0.05,7,4.0,True,5000,0.016052205115556717,1.0
1305,0.05,7,4.0,True,5000,0.0034689384046941996,1.0
1306,0.05,7,4.0,True,5000,0.01040591299533844,1.0
1307,0.05,7,4.0,True,5000,0.018358688801527023,1.0
1308,0.05,9,2.0,True,5000,0.008811724372208118,1.0
1309,0.05,9,2.0,True,5000,0.01612008363008499,1.0
1310,0.05,9,2.0,True,5000,0.0023321136832237244,1.0
1311,0.05,7,4.0,True,5000,0.017726946622133255,1.0
1312,0.05,7,4.0,True,5000,0.001880425726994872,1.0
1313,0.05,7,4.0,True,5000,0.015059883706271648,1.0
1314,0.05,7,4.0,True,5000,0.0027109370566904545,1.0
1315,0.05,7,4.0,True,5000,0.012347825802862644,1.0
1316,0.05,7,4.0,True,5000,0.0023419831413775682,1.0
1317,0.05,7,4.0,True,5000,0.008439892902970314,1.0
1318,0.05,7,4.0,True,5000,0.0028035645373165607,1.0
1319,0.05,7,4.0,True,5000,0.0019733246881514788,1.0
1320,0.05,7,4.0,True,5000,0.003352395724505186,1.0
1321,0.05,9,2.0,True,5000,0.001454553217627108,1.0
1322,0.05,9,2.0,True,5000,0.004662380553781986,1.0
1323,0.05,9,2.0,True,5000,0.0016610376769676805,1.0
1324,0.05,10,1.0,True,5000,0.004496349953114986,1.0
1325,0.05,7,4.0,True,5000,0.006065180990844965,1.0
1326,0.05,7,4.0,True,5000,0.008314958773553371,1.0
1327,0.05,7,4.0,True,5000,0.0027359998784959316,1.0
1328,0.05,7,4.0,True,5000,0.004009351599961519,1.0
1329,0.05,7,4.0,True,5000,0.0008947098394855857,1.0
1330,0.05,7,4.0,True,5000,0.001694906153716147,1.0
1331,0.05,7,4.0,True,5000,0.0014909355668351054,1.0
1332,0.05,7,4.0,True,5000,0.0010501695796847343,1.0
1333,0.05,7,4.0,True,5000,0.003812176175415516,1.0
1334,0.05,7,4.0,True,5000,0.004586271476000547,1.0
1335,0.05,7,4.0,True,5000,0.00900075864046812,1.0
1336,0.05,8,3.0,True,5000,0.0017310886178165674,1.0
1337,0.05,7,4.0,True,5000,0.004774754401296377,1.0
1338,0.05,7,4.0,True,5000,0.0045897988602519035,1.0
1339,0.05,7,4.0,True,5000,0.004412140231579542,1.0
1340,0.05,7,4.0,True,5000,0.004078798461705446,1.0
1341,0.05,7,4.0,True,5000,0.002650481415912509,1.0
1342,0.05,7,4.0,True,5000,0.005557074677199125,1.0
1343,0.05,7,4.0,True,5000,0.002118160482496023,1.0
1344,0.05,7,4.0,True,5000,0.001860557240433991,1.0
1345,0.05,7,4.0,True,5000,0.0021344544366002083,1.0
1346,0.05,10,1.0,True,5000,0.0017635885160416365,1.0
1347,0.05,8,3.0,True,5000,0.0026163558941334486,1.0
1348,0.05,7,4.0,True,5000,0.0008903950802050531,1.0
1349,0.05,7,4.0,True,5000,0.004270053002983332,1.0
1350,0.05,7,4.0,True,5000,0.0009569045505486429,1.0
1351,0.05,7,4.0,True,5000,0.005225636065006256,1.0
1352,0.05,7,4.0,True,5000,0.0009226750116795301,1.0
1353,0.05,7,4.0,True,5000,0.005915332585573196,1.0
1354,0.05,7,4.0,True,5000,0.00147821509744972,1.0
1355,0.05,7,4.0,True,5000,0.008312728255987167,1.0
1356,0.05,7,4.0,True,5000,0.005336427129805088,1.0
1357,0.05,7,4.0,True,5000,0.00409470871090889,1.0
1358,0.05,7,4.0,True,5000,0.0015397092793136835,1.0
1359,0.05,7,4.0,True,5000,0.003858132753521204,1.0
1360,0.05,7,4.0,True,5000,0.0006992320995777845,1.0
1361,0.05,7,4.0,True,5000,0.00610034354031086,1.0
1362,0.05,8,3.0,True,5000,0.003708419157192111,1.0
1363,0.05,7,4.0,True,5000,0.009271791204810143,1.0
1364,0.05,7,4.0,True,5000,0.0031708520837128162,1.0
1365,0.05,9,2.0,True,5000,0.004144223406910896,1.0
1366,0.05,7,4.0,True,5000,0.004083934240043163,1.0
1367,0.05,7,4.0,True,5000,0.003239296842366457,1.0
1368,0.05,7,4.0,True,5000,0.00129471137188375,1.0
1369,0.05,7,4.0,True,5000,0.010487837716937065,1.0
1370,0.05,9,2.0,True,5000,0.0058132437989115715,1.0
1371,0.05,7,4.0,True,5000,0.0013800599845126271,1.0
1372,0.05,7,4.0,True,5000,0.004197356756776571,1.0
1373,0.05,9,2.0,True,5000,0.00531005347147584,1.0
1374,0.05,9,2.0,True,5000,0.002504839561879635,1.0
1375,0.05,9,2.0,True,5000,0.003207031637430191,1.0
1376,0.05,7,4.0,True,5000,0.006705686450004578,1.0
1377,0.05,7,4.0,True,5000,0.012141654267907143,1.0
1378,0.05,10,1.0,True,5000,0.014653240330517292,1.0
1379,0.05,8,3.0,True,5000,0.007420954294502735,1.0
1380,0.05,7,4.0,True,5000,0.051533717662096024,1.0
1381,0.05,7,4.0,True,5000,0.0058015878312289715,1.0
1382,0.05,7,4.0,True,5000,0.023853987455368042,1.0
1383,0.05,7,4.0,True,5000,0.020043767988681793,1.0
1384,0.05,9,2.0,True,5000,0.023484986275434494,1.0
1385,0.05,7,4.0,True,5000,0.017550989985466003,1.0
1386,0.05,7,4.0,True,5000,0.014393667690455914,1.0
1387,0.05,7,4.0,True,5000,0.05174550414085388,1.0
1388,0.05,7,4.0,True,5000,0.010965884663164616,1.0
1389,0.05,9,2.0,True,5000,0.02879822999238968,1.0
1390,0.05,7,4.0,True,5000,0.010214035399258137,1.0
1391,0.05,7,4.0,True,5000,0.029366804286837578,1.0
1392,0.05,9,2.0,True,5000,0.00646243616938591,1.0
1393,0.05,7,4.0,True,5000,0.03091631457209587,1.0
1394,0.05,7,4.0,True,5000,0.009174754843115807,1.0
1395,0.05,7,4.0,True,5000,0.006689980160444975,1.0
1396,0.05,7,4.0,True,5000,0.0037075942382216454,1.0
1397,0.05,7,4.0,True,5000,0.0012228696141391993,1.0
1398,0.05,7,4.0,True,5000,0.0036770584993064404,1.0
1399,0.05,7,4.0,True,5000,0.0009607686661183834,1.0
1400,0.05,7,4.0,True,5000,0.0018936529522761703,1.0
1401,0.05,9,2.0,True,5000,0.000719425966963172,1.0
1402,0.05,7,4.0,True,5000,0.0018465197645127773,1.0
1403,0.05,7,4.0,True,5000,0.0009472366655245423,1.0
1404,0.05,7,4.0,True,5000,0.0038003004156053066,1.0
1405,0.05,7,4.0,True,5000,0.000963436090387404,1.0
1406,0.05,8,3.0,True,5000,0.00411228509619832,1.0
1407,0.05,7,4.0,True,5000,0.0005761247593909502,1.0
1408,0.05,7,4.0,True,5000,0.0009642909280955791,1.0
1409,0.05,9,2.0,True,5000,0.0017980034463107586,1.0
1410,0.05,7,4.0,True,5000,0.0020296932198107243,1.0
1411,0.05,7,4.0,True,5000,0.003713935846462846,1.0
1412,0.05,7,4.0,True,5000,0.001289423555135727,1.0
1413,0.05,7,4.0,True,5000,0.0015582552878186107,1.0
1414,0.05,7,4.0,True,5000,0.000749359664041549,1.0
1415,0.05,7,4.0,True,5000,0.0005475206999108195,1.0
1416,0.05,7,4.0,True,5000,0.0007489626295864582,1.0
1417,0.05,7,4.0,True,5000,0.0005468965391628444,1.0
1418,0.05,7,4.0,True,5000,0.0005995025276206434,1.0
1419,0.05,7,4.0,True,5000,0.002278517233207822,1.0
1420,0.05,7,4.0,True,5000,0.00041656673420220613,1.0
1421,0.05,7,4.0,True,5000,0.002703592646867037,1.0
1422,0.05,7,4.0,True,5000,0.0005235469434410334,1.0
1423,0.05,9,2.0,True,5000,0.0018099412554875016,1.0
1424,0.05,7,4.0,True,5000,0.0011054306523874402,1.0
1425,0.05,9,2.0,True,5000,0.001849522814154625,1.0
1426,0.05,7,4.0,True,5000,0.004344669170677662,1.0
1427,0.05,7,4.0,True,5000,0.0017404461978003383,1.0
1428,0.05,7,4.0,True,5000,0.0027335891500115395,1.0
1429,0.05,7,4.0,True,5000,0.0008039256790652871,1.0
1430,0.05,7,4.0,True,5000,0.006597393658012152,1.0
1431,0.05,7,4.0,True,5000,0.001285400241613388,1.0
1432,0.05,7,4.0,True,5000,0.0024559656158089638,1.0
1433,0.05,7,4.0,True,5000,0.0017965706065297127,1.0
1434,0.05,7,4.0,True,5000,0.00040549610275775194,1.0
1435,0.05,7,4.0,True,5000,0.0006421807920560241,1.0
1436,0.05,7,4.0,True,5000,0.0002333667071070522,1.0
1437,0.05,7,4.0,True,5000,0.00020949252939317375,1.0
1438,0.05,7,4.0,True,5000,0.0005593397654592991,1.0
1439,0.05,7,4.0,True,5000,0.00037793212686665356,1.0
1440,0.05,7,4.0,True,5000,0.003109365701675415,1.0
1441,0.05,7,4.0,True,5000,0.000586707959882915,1.0
1442,0.05,7,4.0,True,5000,0.003290429711341858,1.0
1443,0.05,7,4.0,True,5000,0.0009651076979935169,1.0
1444,0.05,7,4.0,True,5000,0.0017922561382874846,1.0
1445,0.05,7,4.0,True,5000,0.0020512756891548634,1.0
1446,0.05,7,4.0,True,5000,0.001131495926529169,1.0
1447,0.05,7,4.0,True,5000,0.008490988053381443,1.0
1448,0.05,7,4.0,True,5000,0.00250319205224514,1.0
1449,0.05,7,4.0,True,5000,0.006884420290589333,1.0
1450,0.05,7,4.0,True,5000,0.004361886065453291,1.0
1451,0.05,7,4.0,True,5000,0.002696041017770767,1.0
1452,0.05,7,4.0,True,5000,0.0073142577894032,1.0
1453,0.05,7,4.0,True,5000,0.001345630967989564,1.0
1454,0.05,9,2.0,True,5000,0.008080415427684784,1.0
1455,0.05,8,3.0,True,5000,0.0038103878032416105,1.0
1456,0.05,7,4.0,True,5000,0.0028265772853046656,1.0
1457,0.05,7,4.0,True,5000,0.00607260363176465,1.0
1458,0.05,8,3.0,True,5000,0.002519320696592331,1.0
1459,0.05,7,4.0,True,5000,0.003170265117660165,1.0
1460,0.05,2,-11.0,False,5000,0.0028798424173146486,0.99
1461,0.05,7,4.0,True,5000,0.002210915321484208,0.99
1462,0.05,7,4.0,True,5000,0.008750177919864655,0.99
1463,0.05,7,4.0,True,5000,0.001885412260890007,0.99
1464,0.05,7,4.0,True,5000,0.008533055894076824,0.99
1465,0.05,9,2.0,True,5000,0.003804341657087207,0.99
1466,0.05,7,4.0,True,5000,0.00816887803375721,0.99
1467,0.05,7,4.0,True,5000,0.0036974402610212564,0.99
1468,0.05,7,4.0,True,5000,0.00927012600004673,0.99
1469,0.05,7,4.0,True,5000,0.00371190020814538,0.99
1470,0.05,7,4.0,True,5000,0.018668215721845627,0.99
1471,0.05,9,2.0,True,5000,0.0061324890702962875,0.99
1472,0.05,7,4.0,True,5000,0.0140861039981246,0.99
1473,0.05,7,4.0,True,5000,0.0031815683469176292,0.99
1474,0.05,7,4.0,True,5000,0.015599159523844719,0.99
1475,0.05,7,4.0,True,5000,0.009921561926603317,0.99
1476,0.05,7,4.0,True,5000,0.03179918974637985,0.99
1477,0.05,7,4.0,True,5000,0.004961006809026003,0.99
1478,0.05,7,4.0,True,5000,0.03475906699895859,0.99
1479,0.05,9,2.0,True,5000,0.008751731365919113,0.99
1480,0.05,7,4.0,True,5000,0.01698271557688713,0.99
1481,0.05,8,3.0,True,5000,0.0029747975058853626,0.99
1482,0.05,7,4.0,True,5000,0.01987137272953987,0.99
1483,0.05,8,3.0,True,5000,0.01249404065310955,0.99
1484,0.05,2,-11.0,False,5000,0.013164900243282318,0.98
1485,0.05,7,4.0,True,5000,0.0076875099912285805,0.98
1486,0.05,9,2.0,True,5000,0.0037357325199991465,0.98
1487,0.05,7,4.0,True,5000,0.012905866838991642,0.98
1488,0.05,7,4.0,True,5000,0.0020337228197604418,0.98
1489,0.05,7,4.0,True,5000,0.02576136775314808,0.98
1490,0.05,9,2.0,True,5000,0.005799302831292152,0.98
1491,0.05,7,4.0,True,5000,0.043547358363866806,0.98
1492,0.05,7,4.0,True,5000,0.01222031656652689,0.98
1493,0.05,7,4.0,True,5000,0.030090540647506714,0.98
1494,0.05,9,2.0,True,5000,0.005639057140797377,0.98
1495,0.05,7,4.0,True,5000,0.02412385679781437,0.98
1496,0.05,7,4.0,True,5000,0.015354202128946781,0.98
1497,0.05,7,4.0,True,5000,0.02621850185096264,0.98
1498,0.05,8,3.0,True,5000,0.03624281659722328,0.98
1499,0.05,7,4.0,True,5000,0.025184033438563347,0.98
1500,0.05,7,4.0,True,5000,0.049806538969278336,0.98
