episode,epsilon,moves,raw_return,train_return,won,replay_size,updates,loss,lr,rolling_success_100,beta
5007,0.02,2,9.0,9.2,True,20000,30764,2.217054843902588,0.0002380984824166632,0.78,1.0
5008,0.02,2,9.0,9.2,True,20000,30766,2.0363810062408447,0.00023797348465572673,0.78,1.0
5009,0.02,1,10.0,10.0,True,20000,30767,2.104837656021118,0.00023784852960127584,0.79,1.0
5010,0.02,1,10.0,10.0,True,20000,30768,2.1023097038269043,0.00023772361727847905,0.79,1.0
5011,0.02,1,10.0,10.0,True,20000,30769,2.269376754760742,0.00023759874771249625,0.79,1.0
5012,0.02,1,10.0,10.0,True,20000,30770,2.943094253540039,0.00023747392092847875,0.8,1.0
5013,0.02,1,10.0,10.0,True,20000,30771,2.122969388961792,0.0002373491369515692,0.8,1.0
5014,0.02,4,-13.0,-12.4,False,20000,30775,2.698042869567871,0.0002372243958069017,0.79,1.0
5015,0.02,2,9.0,9.2,True,20000,30777,2.3155672550201416,0.00023709969751960165,0.8,1.0
5016,0.02,5,6.0,6.8,True,20000,30782,2.165208339691162,0.0002369750421147859,0.8,1.0
5017,0.02,2,9.0,9.2,True,20000,30784,2.0849125385284424,0.00023685042961756243,0.8,1.0
5018,0.02,5,6.0,6.4,True,20000,30789,2.1562821865081787,0.00023672586005303082,0.8,1.0
5019,0.02,2,9.0,9.2,True,20000,30791,2.333493232727051,0.000236601333446282,0.8,1.0
5020,0.02,1,10.0,10.0,True,20000,30792,2.1296586990356445,0.0002364768498223981,0.8,1.0
5021,0.02,45,-45.0,-45.2,False,20000,30837,2.3490657806396484,0.00023635240920645274,0.79,1.0
5022,0.02,1,10.0,10.0,True,20000,30838,2.1617283821105957,0.0002362280116235108,0.79,1.0
5023,0.02,39,-48.0,-48.0,False,20000,30877,2.444983959197998,0.00023610365709862853,0.79,1.0
5024,0.02,2,9.0,9.2,True,20000,30879,2.3869075775146484,0.00023597934565685339,0.79,1.0
5025,0.02,1,10.0,10.0,True,20000,30880,1.9014415740966797,0.0002358550773232243,0.79,1.0
5026,0.02,1,10.0,10.0,True,20000,30881,2.8152637481689453,0.0002357308521227715,0.79,1.0
5027,0.02,5,6.0,6.8,True,20000,30886,2.2414956092834473,0.00023560667008051654,0.79,1.0
5028,0.02,6,5.0,5.6,True,20000,30892,1.916630506515503,0.000235482531221472,0.79,1.0
5029,0.02,2,9.0,9.2,True,20000,30894,2.667381525039673,0.00023535843557064213,0.79,1.0
5030,0.02,2,9.0,9.2,True,20000,30896,2.1104586124420166,0.0002352343831530223,0.79,1.0
5031,0.02,4,7.0,7.6,True,20000,30900,2.5911948680877686,0.0002351103739935993,0.79,1.0
5032,0.02,2,9.0,9.2,True,20000,30902,2.047487497329712,0.00023498640811735102,0.79,1.0
5033,0.02,2,9.0,9.2,True,20000,30904,1.9145127534866333,0.0002348624855492467,0.79,1.0
5034,0.02,3,8.0,8.4,True,20000,30907,3.024062156677246,0.00023473860631424703,0.79,1.0
5035,0.02,4,7.0,7.6,True,20000,30911,1.8813432455062866,0.0002346147704373037,0.79,1.0
5036,0.02,2,9.0,9.2,True,20000,30913,2.545294761657715,0.00023449097794335988,0.8,1.0
5037,0.02,3,8.0,8.4,True,20000,30916,1.901757001876831,0.00023436722885734982,0.8,1.0
5038,0.02,4,7.0,7.6,True,20000,30920,2.0092952251434326,0.00023424352320419934,0.8,1.0
5039,0.02,45,-45.0,-44.8,False,20000,30965,1.7587826251983643,0.00023411986100882503,0.79,1.0
5040,0.02,2,9.0,9.2,True,20000,30967,2.1230716705322266,0.00023399624229613502,0.79,1.0
5041,0.02,1,10.0,10.0,True,20000,30968,2.5054214000701904,0.00023387266709102878,0.8,1.0
5042,0.02,1,10.0,10.0,True,20000,30969,2.2053937911987305,0.00023374913541839677,0.8,1.0
5043,0.02,3,8.0,8.4,True,20000,30972,1.7288826704025269,0.00023362564730312094,0.81,1.0
5044,0.02,3,8.0,8.4,True,20000,30975,1.9982316493988037,0.00023350220277007418,0.81,1.0
5045,0.02,1,10.0,10.0,True,20000,30976,1.8339582681655884,0.00023337880184412085,0.82,1.0
5046,0.02,4,7.0,7.6,True,20000,30980,2.46785831451416,0.00023325544455011637,0.82,1.0
5047,0.02,3,8.0,8.4,True,20000,30983,2.700406551361084,0.00023313213091290746,0.82,1.0
5048,0.02,45,-45.0,-44.8,False,20000,31028,2.4520695209503174,0.000233008860957332,0.81,1.0
5049,0.02,3,8.0,8.4,True,20000,31031,2.416513681411743,0.00023288563470821925,0.81,1.0
5050,0.02,3,8.0,8.4,True,20000,31034,2.049497604370117,0.0002327624521903892,0.81,1.0
5051,0.02,2,9.0,9.2,True,20000,31036,2.611757516860962,0.00023263931342865334,0.81,1.0
5052,0.02,2,9.0,9.2,True,20000,31038,1.6154934167861938,0.00023251621844781463,0.81,1.0
5053,0.02,1,10.0,10.0,True,20000,31039,2.067518711090088,0.00023239316727266676,0.82,1.0
5054,0.02,45,-45.0,-44.8,False,20000,31084,2.691248893737793,0.0002322701599279947,0.81,1.0
5055,0.02,3,8.0,8.4,True,20000,31087,1.8519816398620605,0.00023214719643857492,0.81,1.0
5056,0.02,1,-10.0,-10.0,False,20000,31088,2.205718994140625,0.00023202427682917444,0.8,1.0
5057,0.02,30,-19.0,-18.0,True,20000,31118,2.59490966796875,0.00023190140112455194,0.81,1.0
5058,0.02,2,9.0,9.2,True,20000,31120,2.1958060264587402,0.00023177856934945704,0.81,1.0
5059,0.02,1,10.0,10.0,True,20000,31121,1.9192376136779785,0.00023165578152863065,0.82,1.0
5060,0.02,2,9.0,9.2,True,20000,31123,2.3855645656585693,0.00023153303768680482,0.82,1.0
5061,0.02,5,6.0,6.4,True,20000,31128,2.3514244556427,0.0002314103378487025,0.82,1.0
5062,0.02,3,8.0,8.4,True,20000,31131,2.274101734161377,0.0002312876820390381,0.82,1.0
5063,0.02,3,8.0,8.4,True,20000,31134,1.7015831470489502,0.00023116507028251692,0.82,1.0
5064,0.02,5,6.0,6.4,True,20000,31139,2.402254819869995,0.0002310425026038355,0.82,1.0
5065,0.02,2,9.0,9.2,True,20000,31141,2.26363468170166,0.00023091997902768157,0.82,1.0
5066,0.02,1,-10.0,-10.0,False,20000,31142,2.2306063175201416,0.00023079749957873394,0.81,1.0
5067,0.02,3,8.0,8.4,True,20000,31145,1.710736870765686,0.00023067506428166225,0.81,1.0
5068,0.02,3,8.0,8.4,True,20000,31148,1.9503957033157349,0.00023055267316112756,0.81,1.0
5069,0.02,2,9.0,9.2,True,20000,31150,2.3266751766204834,0.00023043032624178196,0.82,1.0
5070,0.02,45,-45.0,-45.6,False,20000,31195,2.230973720550537,0.00023030802354826867,0.82,1.0
5071,0.02,3,8.0,8.4,True,20000,31198,2.5883631706237793,0.0002301857651052219,0.83,1.0
5072,0.02,3,8.0,8.4,True,20000,31201,1.6641827821731567,0.00023006355093726708,0.83,1.0
5073,0.02,1,10.0,10.0,True,20000,31202,2.112699031829834,0.00022994138106902058,0.84,1.0
5074,0.02,1,-10.0,-10.0,False,20000,31203,2.5159521102905273,0.00022981925552509,0.83,1.0
5075,0.02,1,-10.0,-10.0,False,20000,31204,2.034411907196045,0.00022969717433007382,0.82,1.0
5076,0.02,1,-10.0,-10.0,False,20000,31205,2.5135655403137207,0.0002295751375085618,0.81,1.0
5077,0.02,5,6.0,6.8,True,20000,31210,1.9940987825393677,0.00022945314508513468,0.81,1.0
5078,0.02,2,-11.0,-10.8,False,20000,31212,2.2028591632843018,0.00022933119708436406,0.8,1.0
5079,0.02,1,10.0,10.0,True,20000,31213,2.199496030807495,0.00022920929353081285,0.8,1.0
5080,0.02,1,10.0,10.0,True,20000,31214,2.679436206817627,0.00022908743444903496,0.8,1.0
5081,0.02,2,9.0,9.2,True,20000,31216,2.054762840270996,0.00022896561986357526,0.81,1.0
5082,0.02,2,9.0,9.2,True,20000,31218,2.1013100147247314,0.00022884384979896975,0.81,1.0
5083,0.02,9,2.0,2.4,True,20000,31227,2.5912928581237793,0.0002287221242797454,0.81,1.0
5084,0.02,1,10.0,10.0,True,20000,31228,2.8559823036193848,0.0002286004433304202,0.81,1.0
5085,0.02,1,10.0,10.0,True,20000,31229,2.320995807647705,0.00022847880697550324,0.81,1.0
5086,0.02,1,10.0,10.0,True,20000,31230,2.5239527225494385,0.00022835721523949452,0.81,1.0
5087,0.02,1,10.0,10.0,True,20000,31231,2.2938523292541504,0.00022823566814688518,0.81,1.0
5088,0.02,4,7.0,7.6,True,20000,31235,2.1657586097717285,0.00022811416572215732,0.81,1.0
5089,0.02,1,10.0,10.0,True,20000,31236,2.556286334991455,0.00022799270798978387,0.81,1.0
5090,0.02,2,9.0,9.2,True,20000,31238,2.3016538619995117,0.00022787129497422895,0.81,1.0
5091,0.02,3,8.0,8.4,True,20000,31241,2.4189035892486572,0.0002277499266999477,0.82,1.0
5092,0.02,2,9.0,9.2,True,20000,31243,2.6061363220214844,0.00022762860319138596,0.82,1.0
5093,0.02,5,6.0,6.8,True,20000,31248,2.005640745162964,0.00022750732447298125,0.82,1.0
5094,0.02,1,10.0,10.0,True,20000,31249,1.938766598701477,0.0002273860905691611,0.83,1.0
5095,0.02,1,10.0,10.0,True,20000,31250,2.0450985431671143,0.00022726490150434478,0.83,1.0
5096,0.02,1,10.0,10.0,True,20000,31251,2.2946527004241943,0.0002271437573029421,0.83,1.0
5097,0.02,41,-30.0,-29.6,True,20000,31292,2.299078941345215,0.0002270226579893541,0.83,1.0
5098,0.02,45,-45.0,-45.2,False,20000,31337,2.325552463531494,0.00022690160358797252,0.82,1.0
5099,0.02,6,5.0,6.0,True,20000,31343,2.237452507019043,0.0002267805941231804,0.83,1.0
5100,0.02,1,10.0,10.0,True,20000,31344,2.2251248359680176,0.00022665962961935132,0.83,1.0
5101,0.02,3,8.0,8.4,True,20000,31347,2.7489030361175537,0.00022653871010085012,0.84,1.0
5102,0.02,41,-30.0,-29.6,True,20000,31388,3.098407030105591,0.00022641783559203244,0.84,1.0
5103,0.02,45,-45.0,-44.8,False,20000,31433,2.1833345890045166,0.00022629700611724493,0.84,1.0
5104,0.02,4,7.0,7.6,True,20000,31437,2.150383710861206,0.00022617622170082515,0.84,1.0
5105,0.02,1,-10.0,-10.0,False,20000,31438,2.5693206787109375,0.00022605548236710147,0.84,1.0
5106,0.02,4,7.0,7.6,True,20000,31442,1.7950109243392944,0.00022593478814039324,0.84,1.0
5107,0.02,4,7.0,7.6,True,20000,31446,2.4753386974334717,0.00022581413904501082,0.84,1.0
5108,0.02,2,9.0,9.2,True,20000,31448,1.938550353050232,0.00022569353510525542,0.84,1.0
5109,0.02,3,8.0,8.4,True,20000,31451,2.6640067100524902,0.00022557297634541912,0.84,1.0
5110,0.02,2,9.0,9.2,True,20000,31453,2.1428442001342773,0.0002254524627897849,0.84,1.0
5111,0.02,3,8.0,8.4,True,20000,31456,3.344114065170288,0.00022533199446262672,0.84,1.0
5112,0.02,3,8.0,8.4,True,20000,31459,1.7636500597000122,0.00022521157138820933,0.84,1.0
5113,0.02,7,4.0,4.8,True,20000,31466,2.0879719257354736,0.00022509119359078838,0.84,1.0
5114,0.02,2,9.0,9.2,True,20000,31468,2.4596962928771973,0.0002249708610946105,0.85,1.0
5115,0.02,3,8.0,8.4,True,20000,31471,1.7175320386886597,0.00022485057392391319,0.85,1.0
5116,0.02,3,8.0,8.4,True,20000,31474,2.362602949142456,0.0002247303321029245,0.85,1.0
5117,0.02,2,9.0,9.2,True,20000,31476,1.6965469121932983,0.00022461013565586375,0.85,1.0
5118,0.02,4,7.0,7.6,True,20000,31480,1.5943198204040527,0.00022448998460694093,0.85,1.0
5119,0.02,3,8.0,8.4,True,20000,31483,2.182718515396118,0.00022436987898035696,0.85,1.0
5120,0.02,3,8.0,8.4,True,20000,31486,2.4141793251037598,0.00022424981880030353,0.85,1.0
5121,0.02,1,-10.0,-10.0,False,20000,31487,2.4726219177246094,0.0002241298040909633,0.85,1.0
5122,0.02,3,8.0,8.4,True,20000,31490,1.930788278579712,0.00022400983487650962,0.85,1.0
5123,0.02,1,10.0,10.0,True,20000,31491,2.4622557163238525,0.00022388991118110681,0.86,1.0
5124,0.02,6,5.0,5.6,True,20000,31497,2.3291730880737305,0.00022377003302890988,0.86,1.0
5125,0.02,2,9.0,9.2,True,20000,31499,2.296149969100952,0.00022365020044406482,0.86,1.0
5126,0.02,3,8.0,8.4,True,20000,31502,2.001176357269287,0.00022353041345070845,0.86,1.0
5127,0.02,1,-10.0,-10.0,False,20000,31503,2.202049732208252,0.00022341067207296808,0.85,1.0
5128,0.02,6,5.0,5.6,True,20000,31509,2.0330281257629395,0.00022329097633496222,0.85,1.0
5129,0.02,1,10.0,10.0,True,20000,31510,2.5979692935943604,0.00022317132626080004,0.85,1.0
5130,0.02,1,10.0,10.0,True,20000,31511,2.292631149291992,0.00022305172187458153,0.85,1.0
5131,0.02,2,9.0,9.2,True,20000,31513,2.5829741954803467,0.00022293216320039744,0.85,1.0
5132,0.02,1,10.0,10.0,True,20000,31514,2.9281747341156006,0.0002228126502623293,0.85,1.0
5133,0.02,1,10.0,10.0,True,20000,31515,2.0301878452301025,0.0002226931830844496,0.85,1.0
5134,0.02,1,10.0,10.0,True,20000,31516,2.640204906463623,0.00022257376169082136,0.85,1.0
5135,0.02,4,7.0,7.6,True,20000,31520,2.517944097518921,0.0002224543861054985,0.85,1.0
5136,0.02,2,9.0,9.2,True,20000,31522,2.0857815742492676,0.00022233505635252577,0.85,1.0
5137,0.02,3,8.0,8.4,True,20000,31525,2.288062334060669,0.00022221577245593873,0.85,1.0
5138,0.02,2,9.0,9.2,True,20000,31527,2.9969401359558105,0.0002220965344397633,0.85,1.0
5139,0.02,1,10.0,10.0,True,20000,31528,2.359780788421631,0.00022197734232801662,0.86,1.0
5140,0.02,1,10.0,10.0,True,20000,31529,2.5966742038726807,0.00022185819614470642,0.86,1.0
5141,0.02,2,9.0,9.2,True,20000,31531,2.3901405334472656,0.0002217390959138311,0.86,1.0
5142,0.02,1,10.0,10.0,True,20000,31532,1.9824751615524292,0.00022162004165938006,0.86,1.0
5143,0.02,1,10.0,10.0,True,20000,31533,1.7301011085510254,0.00022150103340533333,0.86,1.0
5144,0.02,2,9.0,9.2,True,20000,31535,2.2633614540100098,0.00022138207117566134,0.86,1.0
5145,0.02,1,10.0,10.0,True,20000,31536,1.852197289466858,0.00022126315499432561,0.86,1.0
5146,0.02,2,-11.0,-10.8,False,20000,31538,2.2178666591644287,0.0002211442848852784,0.85,1.0
5147,0.02,4,7.0,7.6,True,20000,31542,1.8896877765655518,0.00022102546087246247,0.85,1.0
5148,0.02,2,9.0,9.2,True,20000,31544,1.9991202354431152,0.00022090668297981145,0.86,1.0
5149,0.02,3,8.0,8.4,True,20000,31547,2.450847864151001,0.0002207879512312497,0.86,1.0
5150,0.02,3,8.0,8.4,True,20000,31550,2.198415756225586,0.0002206692656506922,0.86,1.0
5151,0.02,5,6.0,6.8,True,20000,31555,1.7441647052764893,0.00022055062626204458,0.86,1.0
5152,0.02,3,8.0,8.4,True,20000,31558,2.4260952472686768,0.00022043203308920337,0.86,1.0
5153,0.02,3,8.0,8.4,True,20000,31561,2.019951581954956,0.00022031348615605555,0.86,1.0
5154,0.02,2,9.0,9.2,True,20000,31563,2.256284475326538,0.00022019498548647904,0.87,1.0
5155,0.02,1,10.0,10.0,True,20000,31564,2.388922691345215,0.00022007653110434213,0.87,1.0
5156,0.02,1,-10.0,-10.0,False,20000,31565,1.6621235609054565,0.00021995812303350406,0.87,1.0
5157,0.02,3,8.0,8.4,True,20000,31568,2.1958165168762207,0.0002198397612978146,0.87,1.0
5158,0.02,1,10.0,10.0,True,20000,31569,2.1971778869628906,0.0002197214459211143,0.87,1.0
5159,0.02,3,8.0,8.4,True,20000,31572,2.1712188720703125,0.00021960317692723422,0.87,1.0
5160,0.02,4,7.0,7.6,True,20000,31576,1.8382861614227295,0.00021948495433999623,0.87,1.0
5161,0.02,2,9.0,9.2,True,20000,31578,2.1706442832946777,0.00021936677818321272,0.87,1.0
5162,0.02,14,-23.0,-23.2,False,20000,31592,2.399923324584961,0.0002192486484806868,0.86,1.0
5163,0.02,4,7.0,7.6,True,20000,31596,2.3818109035491943,0.0002191305652562123,0.86,1.0
5164,0.02,2,9.0,9.2,True,20000,31598,2.289494514465332,0.0002190125285335735,0.86,1.0
5165,0.02,3,-12.0,-11.6,False,20000,31601,1.9988999366760254,0.00021889453833654556,0.85,1.0
5166,0.02,2,9.0,9.2,True,20000,31603,1.8499419689178467,0.0002187765946888939,0.86,1.0
5167,0.02,44,-53.0,-52.8,False,20000,31647,2.6019225120544434,0.0002186586976143749,0.85,1.0
5168,0.02,1,10.0,10.0,True,20000,31648,1.9186968803405762,0.00021854084713673547,0.85,1.0
5169,0.02,1,-10.0,-10.0,False,20000,31649,1.9313600063323975,0.00021842304327971304,0.84,1.0
5170,0.02,4,7.0,7.6,True,20000,31653,2.6055853366851807,0.0002183052860670358,0.85,1.0
5171,0.02,1,10.0,10.0,True,20000,31654,2.3601884841918945,0.00021818757552242242,0.85,1.0
5172,0.02,3,8.0,8.4,True,20000,31657,2.2631218433380127,0.00021806991166958226,0.85,1.0
5173,0.02,2,9.0,9.2,True,20000,31659,2.1561155319213867,0.00021795229453221518,0.85,1.0
5174,0.02,45,-45.0,-44.8,False,20000,31704,2.5185866355895996,0.00021783472413401173,0.85,1.0
5175,0.02,1,10.0,10.0,True,20000,31705,1.802590250968933,0.00021771720049865295,0.86,1.0
5176,0.02,1,10.0,10.0,True,20000,31706,2.228529453277588,0.00021759972364981066,0.87,1.0
5177,0.02,2,9.0,9.2,True,20000,31708,2.0956006050109863,0.00021748229361114689,0.87,1.0
5178,0.02,1,-10.0,-10.0,False,20000,31709,2.0200634002685547,0.00021736491040631452,0.87,1.0
5179,0.02,2,9.0,9.2,True,20000,31711,2.4789159297943115,0.00021724757405895695,0.87,1.0
5180,0.02,1,10.0,10.0,True,20000,31712,1.7774171829223633,0.00021713028459270813,0.87,1.0
5181,0.02,1,10.0,10.0,True,20000,31713,2.3692562580108643,0.00021701304203119258,0.87,1.0
5182,0.02,4,7.0,7.6,True,20000,31717,1.8924816846847534,0.0002168958463980253,0.87,1.0
5183,0.02,40,-29.0,-28.4,True,20000,31757,2.0045173168182373,0.00021677869771681197,0.87,1.0
5184,0.02,2,9.0,9.2,True,20000,31759,2.4347360134124756,0.00021666159601114868,0.87,1.0
5185,0.02,1,10.0,10.0,True,20000,31760,2.3626856803894043,0.00021654454130462216,0.87,1.0
5186,0.02,4,7.0,7.2,True,20000,31764,2.5929336547851562,0.0002164275336208096,0.87,1.0
5187,0.02,1,-10.0,-10.0,False,20000,31765,2.246134042739868,0.00021631057298327882,0.86,1.0
5188,0.02,5,6.0,6.8,True,20000,31770,2.2142019271850586,0.00021619365941558794,0.86,1.0
5189,0.02,1,10.0,10.0,True,20000,31771,2.2294435501098633,0.00021607679294128565,0.86,1.0
5190,0.02,2,9.0,9.2,True,20000,31773,1.9111484289169312,0.00021595997358391157,0.86,1.0
5191,0.02,2,9.0,9.2,True,20000,31775,2.3883821964263916,0.00021584320136699538,0.86,1.0
5192,0.02,1,10.0,10.0,True,20000,31776,2.1321589946746826,0.0002157264763140575,0.86,1.0
5193,0.02,1,10.0,10.0,True,20000,31777,1.9600567817687988,0.00021560979844860846,0.86,1.0
5194,0.02,5,6.0,6.4,True,20000,31782,2.1929736137390137,0.0002154931677941498,0.86,1.0
5195,0.02,2,9.0,9.2,True,20000,31784,2.1848490238189697,0.00021537658437417327,0.86,1.0
5196,0.02,1,-10.0,-10.0,False,20000,31785,2.373307466506958,0.00021526004821216115,0.85,1.0
5197,0.02,3,8.0,8.4,True,20000,31788,2.0339066982269287,0.00021514355933158625,0.85,1.0
5198,0.02,1,-10.0,-10.0,False,20000,31789,2.2168798446655273,0.00021502711775591175,0.85,1.0
5199,0.02,4,7.0,7.2,True,20000,31793,2.1534924507141113,0.00021491072350859143,0.85,1.0
5200,0.02,4,7.0,7.6,True,20000,31797,1.7783291339874268,0.00021479437661306943,0.85,1.0
5201,0.02,3,8.0,8.4,True,20000,31800,2.2901923656463623,0.00021467807709278045,0.85,1.0
5202,0.02,4,7.0,7.6,True,20000,31804,2.5466506481170654,0.00021456182497114955,0.85,1.0
5203,0.02,4,7.0,7.6,True,20000,31808,2.439851999282837,0.00021444562027159245,0.86,1.0
5204,0.02,4,7.0,7.2,True,20000,31812,2.094686269760132,0.00021432946301751493,0.86,1.0
5205,0.02,3,8.0,8.4,True,20000,31815,2.29921293258667,0.00021421335323231345,0.87,1.0
5206,0.02,2,9.0,9.2,True,20000,31817,2.337770938873291,0.00021409729093937506,0.87,1.0
5207,0.02,3,8.0,8.4,True,20000,31820,2.2732369899749756,0.00021398127616207695,0.87,1.0
5208,0.02,4,7.0,7.6,True,20000,31824,1.868161916732788,0.00021386530892378696,0.87,1.0
5209,0.02,5,6.0,6.8,True,20000,31829,2.4343767166137695,0.00021374938924786327,0.87,1.0
5210,0.02,1,10.0,10.0,True,20000,31830,2.8490986824035645,0.00021363351715765442,0.87,1.0
5211,0.02,1,10.0,10.0,True,20000,31831,2.0100655555725098,0.00021351769267649945,0.87,1.0
5212,0.02,2,9.0,9.2,True,20000,31833,2.780123710632324,0.00021340191582772778,0.87,1.0
5213,0.02,2,9.0,9.2,True,20000,31835,2.0355772972106934,0.00021328618663465926,0.87,1.0
5214,0.02,7,4.0,4.4,True,20000,31842,2.378678798675537,0.0002131705051206042,0.87,1.0
5215,0.02,3,8.0,8.4,True,20000,31845,1.942344069480896,0.00021305487130886304,0.87,1.0
5216,0.02,1,10.0,10.0,True,20000,31846,2.3083300590515137,0.00021293928522272688,0.87,1.0
5217,0.02,2,9.0,9.2,True,20000,31848,2.10945463180542,0.00021282374688547714,0.87,1.0
5218,0.02,6,5.0,5.2,True,20000,31854,1.8833467960357666,0.00021270825632038564,0.87,1.0
5219,0.02,5,-14.0,-13.6,False,20000,31859,2.2606754302978516,0.00021259281355071448,0.86,1.0
5220,0.02,4,7.0,7.6,True,20000,31863,2.460702419281006,0.00021247741859971623,0.86,1.0
5221,0.02,1,10.0,10.0,True,20000,31864,2.4721879959106445,0.00021236207149063384,0.87,1.0
5222,0.02,1,10.0,10.0,True,20000,31865,1.8513991832733154,0.00021224677224670053,0.87,1.0
5223,0.02,1,10.0,10.0,True,20000,31866,2.056391954421997,0.00021213152089113996,0.87,1.0
5224,0.02,5,6.0,6.8,True,20000,31871,2.2407662868499756,0.00021201631744716609,0.87,1.0
5225,0.02,5,6.0,6.8,True,20000,31876,2.331805467605591,0.00021190116193798338,0.87,1.0
5226,0.02,4,7.0,7.6,True,20000,31880,2.4926135540008545,0.0002117860543867863,0.87,1.0
5227,0.02,6,5.0,6.0,True,20000,31886,3.3571081161499023,0.00021167099481675993,0.88,1.0
5228,0.02,3,8.0,8.4,True,20000,31889,2.100109815597534,0.00021155598325107967,0.88,1.0
5229,0.02,4,7.0,7.6,True,20000,31893,2.4515914916992188,0.0002114410197129112,0.88,1.0
5230,0.02,1,10.0,10.0,True,20000,31894,2.1414318084716797,0.00021132610422541044,0.88,1.0
5231,0.02,2,-11.0,-10.8,False,20000,31896,2.040144920349121,0.00021121123681172403,0.87,1.0
5232,0.02,1,-10.0,-10.0,False,20000,31897,1.9134111404418945,0.00021109641749498826,0.86,1.0
5233,0.02,5,6.0,6.8,True,20000,31902,2.35640811920166,0.0002109816462983303,0.86,1.0
5234,0.02,32,-21.0,-20.4,True,20000,31934,1.855530023574829,0.00021086692324486734,0.86,1.0
5235,0.02,2,-11.0,-10.8,False,20000,31936,2.792318344116211,0.00021075224835770694,0.85,1.0
5236,0.02,2,9.0,9.2,True,20000,31938,1.9583358764648438,0.0002106376216599471,0.85,1.0
5237,0.02,4,7.0,7.2,True,20000,31942,1.894108533859253,0.00021052304317467575,0.85,1.0
5238,0.02,2,9.0,9.2,True,20000,31944,1.9363702535629272,0.00021040851292497158,0.85,1.0
5239,0.02,1,10.0,10.0,True,20000,31945,1.5619282722473145,0.0002102940309339032,0.85,1.0
5240,0.02,3,8.0,8.4,True,20000,31948,1.8395917415618896,0.0002101795972245297,0.85,1.0
5241,0.02,1,10.0,10.0,True,20000,31949,2.052898406982422,0.00021006521181990035,0.85,1.0
5242,0.02,3,8.0,8.4,True,20000,31952,2.289155960083008,0.00020995087474305483,0.85,1.0
5243,0.02,5,6.0,6.8,True,20000,31957,2.318044662475586,0.0002098365860170227,0.85,1.0
5244,0.02,1,10.0,10.0,True,20000,31958,1.894012451171875,0.00020972234566482418,0.85,1.0
5245,0.02,8,-17.0,-16.8,False,20000,31966,2.776232957839966,0.00020960815370946968,0.84,1.0
5246,0.02,5,6.0,6.4,True,20000,31971,2.034048080444336,0.00020949401017395978,0.85,1.0
5247,0.02,1,10.0,10.0,True,20000,31972,2.4911680221557617,0.00020937991508128526,0.85,1.0
5248,0.02,27,-16.0,-15.6,True,20000,31999,3.0577995777130127,0.00020926586845442722,0.85,1.0
5249,0.02,3,8.0,8.4,True,20000,32002,1.797531008720398,0.00020915187031635707,0.85,1.0
5250,0.02,2,9.0,9.2,True,20000,32004,2.4749715328216553,0.00020903792069003633,0.85,1.0
5251,0.02,2,9.0,9.2,True,20000,32006,3.238173007965088,0.00020892401959841678,0.85,1.0
5252,0.02,1,10.0,10.0,True,20000,32007,1.9531316757202148,0.00020881016706444044,0.85,1.0
5253,0.02,2,-11.0,-11.2,False,20000,32009,2.0879456996917725,0.00020869636311103966,0.84,1.0
5254,0.02,2,9.0,9.2,True,20000,32011,2.401679039001465,0.00020858260776113663,0.84,1.0
5255,0.02,2,9.0,9.2,True,20000,32013,2.1932075023651123,0.0002084689010376442,0.84,1.0
5256,0.02,2,9.0,9.2,True,20000,32015,2.414128303527832,0.00020835524296346515,0.85,1.0
5257,0.02,10,1.0,1.6,True,20000,32025,2.2230427265167236,0.00020824163356149256,0.85,1.0
5258,0.02,4,7.0,7.6,True,20000,32029,2.0093600749969482,0.0002081280728546098,0.85,1.0
5259,0.02,7,4.0,4.4,True,20000,32036,2.4100992679595947,0.00020801456086569015,0.85,1.0
5260,0.02,5,6.0,6.8,True,20000,32041,2.037418842315674,0.00020790109761759733,0.85,1.0
5261,0.02,3,8.0,8.4,True,20000,32044,2.587050199508667,0.0002077876831331852,0.85,1.0
5262,0.02,4,7.0,7.6,True,20000,32048,2.283839702606201,0.00020767431743529772,0.86,1.0
5263,0.02,4,7.0,7.6,True,20000,32052,2.873232126235962,0.0002075610005467691,0.86,1.0
5264,0.02,9,2.0,2.4,True,20000,32061,2.5008060932159424,0.00020744773249042377,0.86,1.0
5265,0.02,3,8.0,8.4,True,20000,32064,1.8370552062988281,0.000207334513289076,0.87,1.0
5266,0.02,2,9.0,9.2,True,20000,32066,2.4006638526916504,0.00020722134296553062,0.87,1.0
5267,0.02,4,7.0,7.6,True,20000,32070,2.2878944873809814,0.00020710822154258236,0.88,1.0
5268,0.02,3,8.0,8.4,True,20000,32073,1.767263412475586,0.00020699514904301628,0.88,1.0
5269,0.02,5,6.0,6.8,True,20000,32078,2.03269100189209,0.00020688212548960748,0.89,1.0
5270,0.02,3,8.0,8.4,True,20000,32081,2.359753131866455,0.00020676915090512117,0.89,1.0
5271,0.02,2,9.0,9.2,True,20000,32083,2.336559534072876,0.00020665622531231286,0.89,1.0
5272,0.02,33,-22.0,-21.6,True,20000,32116,2.112170696258545,0.00020654334873392797,0.89,1.0
5273,0.02,1,10.0,10.0,True,20000,32117,2.4085512161254883,0.00020643052119270218,0.89,1.0
5274,0.02,4,7.0,7.6,True,20000,32121,1.798609733581543,0.0002063177427113614,0.9,1.0
