variant,episode,epsilon,moves,return,won,replay_size,loss,rolling_success_100
basic_dqn,256,0.82696,33,-22.0,True,6303,0.019882600754499435,0.59
basic_dqn,257,0.82629,2,9.0,True,6305,0.028340891003608704,0.6
basic_dqn,258,0.82561,14,-3.0,True,6319,0.012641740031540394,0.6
basic_dqn,259,0.82493,11,0.0,True,6330,0.03268835321068764,0.61
basic_dqn,260,0.82425,40,-40.0,False,6370,0.013757455162703991,0.61
basic_dqn,261,0.82357,10,-19.0,False,6380,0.011047095991671085,0.61
basic_dqn,262,0.82289,10,1.0,True,6390,0.021834705024957657,0.61
basic_dqn,263,0.82221,40,-29.0,True,6430,0.01163538545370102,0.61
basic_dqn,264,0.82154,32,-41.0,False,6462,0.019154462963342667,0.61
basic_dqn,265,0.82086,11,0.0,True,6473,0.02041281759738922,0.62
basic_dqn,266,0.82018,4,-13.0,False,6477,0.050033923238515854,0.61
basic_dqn,267,0.8195,24,-13.0,True,6501,0.0983051285147667,0.61
basic_dqn,268,0.81882,40,-40.0,False,6541,0.014004023745656013,0.6
basic_dqn,269,0.81814,23,-12.0,True,6564,0.11237643659114838,0.61
basic_dqn,270,0.81746,27,-16.0,True,6591,0.0192400012165308,0.61
basic_dqn,271,0.81679,2,9.0,True,6593,0.013326640240848064,0.61
basic_dqn,272,0.81611,40,-40.0,False,6633,0.03728963062167168,0.61
basic_dqn,273,0.81543,11,0.0,True,6644,0.28253838419914246,0.62
basic_dqn,274,0.81475,40,-40.0,False,6684,0.01861581578850746,0.62
basic_dqn,275,0.81407,9,2.0,True,6693,0.054128099232912064,0.63
basic_dqn,276,0.81339,1,-10.0,False,6694,0.04529280215501785,0.63
basic_dqn,277,0.81271,26,-15.0,True,6720,0.23453816771507263,0.64
basic_dqn,278,0.81204,20,-9.0,True,6740,0.29802122712135315,0.65
basic_dqn,279,0.81136,13,-2.0,True,6753,0.11838658154010773,0.65
basic_dqn,280,0.81068,16,-5.0,True,6769,0.10569700598716736,0.65
basic_dqn,281,0.81,3,8.0,True,6772,0.0838850885629654,0.65
basic_dqn,282,0.80932,35,-24.0,True,6807,0.5108899474143982,0.66
basic_dqn,283,0.80864,28,-17.0,True,6835,0.06375933438539505,0.67
